id	classId	raceId	sex	factionId	startEnum	items
392	1	16	0	167	3	81344,81359,81345,8534,81346,81380,81381,80875
393	1	16	1	167	3	81344,81359,81345,8534,81346,81380,81381,80875
394	2	16	1	167	3	81344,81359,81345,8534,81347,81380,81381,80875
395	2	16	0	167	3	81344,81359,81345,8534,81347,81380,81381,80875
396	5	16	0	167	3	81360,81358,81361,8534,81349,81374,81378,80875
397	5	16	1	167	3	81360,81358,81361,8534,81349,81374,81378,80875
398	7	16	0	167	3	81363,81362,81364,8534,81350,81375,81376,80875
399	7	16	1	167	3	81363,81362,81364,8534,81350,81375,81376,80875
400	4	16	0	167	3	81360,81358,81361,8534,81348,81374,81378,80875
401	4	16	1	167	3	81360,81358,81361,8534,81348,81374,81378,80875
402	1	1	1	167	3	81344,81359,81345,8534,81346,81380,81381,80875
403	1	1	0	167	3	81344,81359,81345,8534,81346,81380,81381,80875
404	2	1	0	167	3	81344,81359,81345,8534,81347,81380,81381,80875
405	3	1	0	167	3	81363,81362,81364,8534,81351,81375,81376,80875
406	4	1	0	167	3	81360,81358,81361,8534,81348,81374,81378,80875
407	5	1	0	167	3	81360,81358,81361,8534,81349,81374,81378,80875
408	7	1	0	167	3	81363,81362,81364,8534,81350,81375,81376,80875
409	3	1	1	167	3	81363,81362,81364,8534,81351,81375,81376,80875
410	7	1	1	167	3	81363,81362,81364,8534,81350,81375,81376,80875
411	2	1	1	167	3	81344,81359,81345,8534,81347,81380,81381,80875
412	5	1	1	167	3	81360,81358,81361,8534,81349,81374,81378,80875
413	4	1	1	167	3	81360,81358,81361,8534,81348,81374,81378,80875
414	1	1	1	166	3	81366,81365,81367,8535,81352,81389,81390,80875
415	2	1	0	166	3	81366,81365,81367,8535,81353,81389,81390,80875
416	5	1	0	166	3	81369,81368,81370,8535,81355,81383,81387,80875
417	7	1	1	166	3	81372,81371,81373,8535,81356,81384,81385,80875
418	2	1	1	166	3	81366,81365,81367,8535,81353,81389,81390,80875
419	5	1	1	166	3	81369,81368,81370,8535,81355,81383,81387,80875
420	4	1	0	166	3	81369,81368,81370,8535,81354,81383,81387,80875
421	3	1	0	166	3	81372,81371,81373,8535,81357,81384,81385,80875
422	7	1	0	166	3	81372,81371,81373,8535,81356,81384,81385,80875
423	1	1	0	166	3	81366,81365,81367,8535,81352,81389,81390,80875
424	3	1	1	166	3	81372,81371,81373,8535,81357,81384,81385,80875
425	4	1	1	166	3	81369,81368,81370,8535,81354,81383,81387,80875
426	1	12	0	166	3	81366,81365,81367,8535,81352,81389,81390,80875
427	4	12	0	166	3	81369,81368,81370,8535,81354,81383,81387,80875
428	5	12	0	166	3	81369,81368,81370,8535,81355,81383,81387,80875
429	5	12	1	166	3	81369,81368,81370,8535,81355,81383,81387,80875
430	1	12	1	166	3	81366,81365,81367,8535,81352,81389,81390,80875
431	4	12	1	166	3	81369,81368,81370,8535,81354,81383,81387,80875
432	2	12	0	166	3	81366,81365,81367,8535,81353,81389,81390,80875
433	2	12	1	166	3	81366,81365,81367,8535,81353,81389,81390,80875
434	3	13	0	166	3	81372,81371,81373,8535,81357,81384,81385,80875
435	7	13	0	166	3	81372,81371,81373,8535,81356,81384,81385,80875
436	2	13	0	166	3	81366,81365,81367,8535,81353,81389,81390,80875
437	4	13	0	166	3	81369,81368,81370,8535,81354,81383,81387,80875
438	5	5	0	166	3	81369,81368,81370,8535,81355,81383,81387,80875
439	1	5	1	166	3	81366,81365,81367,8535,81352,81389,81390,80875
440	7	5	1	166	3	81372,81371,81373,8535,81356,81384,81385,80875
441	5	5	1	166	3	81369,81368,81370,8535,81355,81383,81387,80875
442	7	5	0	166	3	81372,81371,81373,8535,81356,81384,81385,80875
443	1	5	0	166	3	81366,81365,81367,8535,81352,81389,81390,80875
444	3	4	0	167	3	81363,81362,81364,8534,81351,81375,81376,80875
445	7	4	0	167	3	81363,81362,81364,8534,81350,81375,81376,80875
446	3	4	1	167	3	81363,81362,81364,8534,81351,81375,81376,80875
447	7	4	1	167	3	81363,81362,81364,8534,81350,81375,81376,80875
448	5	4	1	167	3	81360,81358,81361,8534,81349,81374,81378,80875
449	5	4	0	167	3	81360,81358,81361,8534,81349,81374,81378,80875
450	2	3	0	167	3	81344,81359,81345,8534,81347,81380,81381,80875
451	1	3	0	167	3	81344,81359,81345,8534,81346,81380,81381,80875
452	4	3	0	167	3	81360,81358,81361,8534,81348,81374,81378,80875
453	1	3	1	167	3	81344,81359,81345,8534,81346,81380,81381,80875
454	4	3	1	167	3	81360,81358,81361,8534,81348,81374,81378,80875
455	2	3	1	167	3	81344,81359,81345,8534,81347,81380,81381,80875
456	1	16	0	167	3	81344,81359,81345,8534,81346,81380,81381,80875
457	1	16	1	167	3	81344,81359,81345,8534,81346,81380,81381,80875
458	2	16	1	167	3	81344,81359,81345,8534,81347,81380,81381,80875
459	2	16	0	167	3	81344,81359,81345,8534,81347,81380,81381,80875
460	5	16	0	167	3	81360,81358,81361,8534,81349,81374,81378,80875
461	5	16	1	167	3	81360,81358,81361,8534,81349,81374,81378,80875
462	7	16	0	167	3	81363,81362,81364,8534,81350,81375,81376,80875
463	7	16	1	167	3	81363,81362,81364,8534,81350,81375,81376,80875
464	4	16	0	167	3	81360,81358,81361,8534,81348,81374,81378,80875
465	4	16	1	167	3	81360,81358,81361,8534,81348,81374,81378,80875
466	1	1	1	167	4	81344,81359,81345,8534,81346,81380,81381
467	1	1	0	167	4	81344,81359,81345,8534,81346,81380,81381
468	2	1	0	167	4	81344,81359,81345,8534,81347,81380,81381
469	3	1	0	167	4	81363,81362,81364,8534,81351,81375,81376
470	4	1	0	167	4	81360,81358,81361,8534,81348,81374,81378
471	5	1	0	167	4	81360,81358,81361,8534,81349,81374,81378
472	7	1	0	167	4	81363,81362,81364,8534,81350,81375,81376
473	3	1	1	167	4	81363,81362,81364,8534,81351,81375,81376
474	7	1	1	167	4	81363,81362,81364,8534,81350,81375,81376
475	2	1	1	167	4	81344,81359,81345,8534,81347,81380,81381
476	5	1	1	167	4	81360,81358,81361,8534,81349,81374,81378
477	4	1	1	167	4	81360,81358,81361,8534,81348,81374,81378
478	1	1	1	166	4	81366,81365,81367,8535,81352,81389,81390
479	2	1	0	166	4	81366,81365,81367,8535,81353,81389,81390
480	5	1	0	166	4	81369,81368,81370,8535,81355,81383,81387
481	7	1	1	166	4	81372,81371,81373,8535,81356,81384,81385
482	2	1	1	166	4	81366,81365,81367,8535,81353,81389,81390
483	5	1	1	166	4	81369,81368,81370,8535,81355,81383,81387
484	4	1	0	166	4	81369,81368,81370,8535,81354,81383,81387
485	3	1	0	166	4	81372,81371,81373,8535,81357,81384,81385
486	7	1	0	166	4	81372,81371,81373,8535,81356,81384,81385
487	1	1	0	166	4	81366,81365,81367,8535,81352,81389,81390
488	3	1	1	166	4	81372,81371,81373,8535,81357,81384,81385
489	4	1	1	166	4	81369,81368,81370,8535,81354,81383,81387
490	1	12	0	166	4	81366,81365,81367,8535,81352,81389,81390
491	4	12	0	166	4	81369,81368,81370,8535,81354,81383,81387
492	5	12	0	166	4	81369,81368,81370,8535,81355,81383,81387
493	5	12	1	166	4	81369,81368,81370,8535,81355,81383,81387
494	1	12	1	166	4	81366,81365,81367,8535,81352,81389,81390
495	4	12	1	166	4	81369,81368,81370,8535,81354,81383,81387
496	2	12	0	166	4	81366,81365,81367,8535,81353,81389,81390
497	2	12	1	166	4	81366,81365,81367,8535,81353,81389,81390
498	3	13	0	166	4	81372,81371,81373,8535,81357,81384,81385
499	7	13	0	166	4	81372,81371,81373,8535,81356,81384,81385
500	2	13	0	166	4	81366,81365,81367,8535,81353,81389,81390
501	4	13	0	166	4	81369,81368,81370,8535,81354,81383,81387
502	5	5	0	166	4	81369,81368,81370,8535,81355,81383,81387
503	1	5	1	166	4	81366,81365,81367,8535,81352,81389,81390
504	7	5	1	166	4	81372,81371,81373,8535,81356,81384,81385
505	5	5	1	166	4	81369,81368,81370,8535,81355,81383,81387
506	7	5	0	166	4	81372,81371,81373,8535,81356,81384,81385
507	1	5	0	166	4	81366,81365,81367,8535,81352,81389,81390
508	3	4	0	167	4	81363,81362,81364,8534,81351,81375,81376
509	7	4	0	167	4	81363,81362,81364,8534,81350,81375,81376
510	3	4	1	167	4	81363,81362,81364,8534,81351,81375,81376
511	7	4	1	167	4	81363,81362,81364,8534,81350,81375,81376
512	5	4	1	167	4	81360,81358,81361,8534,81349,81374,81378
513	5	4	0	167	4	81360,81358,81361,8534,81349,81374,81378
514	2	3	0	167	4	81344,81359,81345,8534,81347,81380,81381
515	1	3	0	167	4	81344,81359,81345,8534,81346,81380,81381
516	4	3	0	167	4	81360,81358,81361,8534,81348,81374,81378
517	1	3	1	167	4	81344,81359,81345,8534,81346,81380,81381
518	4	3	1	167	4	81360,81358,81361,8534,81348,81374,81378
519	2	3	1	167	4	81344,81359,81345,8534,81347,81380,81381
520	1	16	0	167	4	81344,81359,81345,8534,81346,81380,81381
521	1	16	1	167	4	81344,81359,81345,8534,81346,81380,81381
522	2	16	1	167	4	81344,81359,81345,8534,81347,81380,81381
523	2	16	0	167	4	81344,81359,81345,8534,81347,81380,81381
524	5	16	0	167	4	81360,81358,81361,8534,81349,81374,81378
525	5	16	1	167	4	81360,81358,81361,8534,81349,81374,81378
526	7	16	0	167	4	81363,81362,81364,8534,81350,81375,81376
527	7	16	1	167	4	81363,81362,81364,8534,81350,81375,81376
528	4	16	0	167	4	81360,81358,81361,8534,81348,81374,81378
529	4	16	1	167	4	81360,81358,81361,8534,81348,81374,81378
530	0	0	0	167	99	8524,8491,8526
531	0	0	0	166	99	8527,8529,8530
533	1	13	0	166	4	81366,81365,81367,8535,81352,81389,81390
534	2	4	1	167	4	81344,81359,81345,8534,81347,81380,81381
535	2	4	0	167	4	81344,81359,81345,8534,81347,81380,81381
536	1	13	0	166	3	81366,81365,81367,8535,81352,81389,81390,80875
537	2	4	1	167	3	81344,81359,81345,8534,81347,81380,81381,80875
538	2	4	0	167	3	81344,81359,81345,8534,81347,81380,81381,80875
539	1	1	1	167	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
540	1	1	0	167	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
541	2	1	0	167	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
542	3	1	0	167	5	91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650
543	4	1	0	167	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
544	5	1	0	167	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
545	7	1	0	167	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
546	3	1	1	167	5	91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650
547	7	1	1	167	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
548	2	1	1	167	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
549	5	1	1	167	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
550	4	1	1	167	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
551	1	1	1	166	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
552	2	1	0	166	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
553	5	1	0	166	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
554	7	1	1	166	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
555	2	1	1	166	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
556	5	1	1	166	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
557	4	1	0	166	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
558	3	1	0	166	5	91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650
559	7	1	0	166	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
560	1	1	0	166	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
561	3	1	1	166	5	91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650
562	4	1	1	166	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
563	1	12	0	166	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
564	4	12	0	166	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
565	5	12	0	166	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
566	5	12	1	166	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
567	1	12	1	166	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
568	4	12	1	166	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
569	2	12	0	166	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
570	2	12	1	166	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
571	3	13	0	166	5	91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650
572	7	13	0	166	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
573	2	13	0	166	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
574	4	13	0	166	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
575	5	5	0	166	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
576	1	5	1	166	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
577	7	5	1	166	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
578	5	5	1	166	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
579	7	5	0	166	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
580	1	5	0	166	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
581	3	4	0	167	5	91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650
582	7	4	0	167	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
583	3	4	1	167	5	91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650
584	7	4	1	167	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
585	5	4	1	167	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
586	5	4	0	167	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
587	2	3	0	167	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
588	1	3	0	167	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
589	4	3	0	167	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
590	1	3	1	167	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
591	4	3	1	167	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
592	2	3	1	167	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
593	1	16	0	167	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
594	1	16	1	167	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
595	2	16	1	167	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
596	2	16	0	167	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
597	5	16	0	167	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
598	5	16	1	167	5	91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122
599	7	16	0	167	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
600	7	16	1	167	5	91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386
601	4	16	0	167	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
602	4	16	1	167	5	91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858
603	1	13	0	166	5	91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330
604	2	4	1	167	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
605	2	4	0	167	5	91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594
