entityId	splineId	mode	speed	fx	fy	fz
1930	5742	8	3	0	0	0
1931	5729	8	3	0	0	0
1932	5723	1	3	0	0	0
1941	5728	1	3	0	0	0
1942	5741	8	3	0	0	0
1945	11325	1	3	0	0	0
1960	11324	8	3	-2	0	4
1965	11324	8	3	0	0	0
1966	5731	1	3	0	0	0
1967	11322	8	3	0	0	0
1969	6131	1	3	0	0	0
1971	11319	8	3	0	0	0
2023	5759	8	3	0	0	0
2025	5765	8	3	0	0	0
2034	5762	8	3	0	0	0
2050	5757	8	3	0	0	0
2051	5758	2	3	0	0	2
2061	5762	8	3	-4	0	2
2068	5763	2	3	0	0	0
2072	5757	8	3	-2	0	4
2073	5759	8	3	-2	0	4
2074	16074	1	3	0	0	2
2075	5765	8	3	-2	0	0
2078	5766	1	3	-2	0	4
2084	5763	2	3	-2	0	4
2094	484	1	3	0	0	0
2100	5789	8	3	0	0	0
2101	5791	2	3	0	0	0
2107	16060	8	3	0	0	0
2108	5788	2	3	0	0	0
2109	16061	8	3	0	0	0
2123	1308	2	3	0	0	0
2131	5779	1	3	0	0	0
2153	5778	8	4	-2	0	4
2158	5780	1	3	0	0	0
2177	3798	2	10	0	0	0
2178	5945	2	10	0	0	0
2181	5933	2	10	0	0	0
2183	5937	2	10	0	0	0
2184	3799	2	10	0	0	0
2188	3800	2	3	0	0	0
2197	5572	1	3	0	0	0
2200	3802	2	10	0	0	0
2218	6122	2	3	-2	0	4
2220	6121	1	3	-2	0	4
2226	6125	8	3	-2	0	4
2227	6130	1	3	0	0	0
2261	5963	2	3	0	0	0
2262	10913	1	3	0	0	0
2275	6126	2	3	0	0	0
2312	5733	1	3	0	0	0
2382	5954	1	3	0	0	0
2383	5952	1	3	0	0	0
2384	5953	1	3	0	0	0
2405	5968	2	10	0	0	0
2406	5967	1	10	0	0	0
2407	5969	2	10	0	0	0
2408	5970	2	10	0	0	0
2409	5971	2	10	0	0	0
2410	5975	2	10	0	0	0
2411	5974	1	10	0	0	0
2412	5972	2	10	0	0	0
2413	5973	2	10	0	0	0
2420	11003	1	3	0	0	0
2424	5030	1	3	0	0	0
2435	4691	1	3	0	0	0
2436	6047	2	3	0	0	0
2437	19805	1	3	0	0	0
2479	15804	1	3	0	0	0
2481	6678	0	10	0	0	0
2483	3502	1	3	0	0	0
2488	6043	2	3	0	0	0
2505	5529	1	3	0	0	0
2533	6021	1	3	0	0	0
2534	5033	1	3	0	0	0
2536	6022	1	3	0	0	0
2558	11125	1	3	0	0	0
2640	9782	1	3	0	0	0
2651	5611	1	3	0	0	0
2682	11309	1	3	0	0	0
3037	10457	1	3	0	0	0
3063	5749	8	3	0	0	0
3065	5752	2	3	0	0	0
3069	5755	2	3	0	0	0
3072	5754	2	3	-2	0	4
3077	5750	2	3	-2	0	4
3089	5754	2	3	0	0	0
3093	5751	8	3	0	0	0
3097	5750	2	3	0	0	0
3098	5748	8	3	0	0	0
3100	5748	8	3	-4	0	2
3109	5751	8	3	-2	0	4
3113	3888	2	3	0	0	0
3114	11308	2	3	0	0	0
3118	6124	2	3	0	0	0
3122	6122	2	3	0	0	0
3124	10885	1	3	0	0	0
3129	6125	8	3	0	0	0
3134	6121	1	3	0	0	0
3170	15799	1	3	0	0	0
3234	10914	1	3	0	0	0
3242	6127	2	3	0	0	0
3303	11237	1	3	0	0	2
3306	11236	1	3	0	0	2
3307	11235	1	3	0	0	2
3310	11237	1	3	0	0	0
3315	11236	1	3	0	0	0
3324	11235	1	3	0	0	0
3408	4439	1	3	0	0	0
3450	4381	1	3	0	0	0
3496	5025	1	3	0	0	0
3546	11321	2	3	0	0	0
3547	11318	2	3	0	0	0
3573	6123	1	3	0	0	0
3585	5764	1	3	0	0	0
3623	15802	1	3	0	0	0
3628	3505	2	3	0	0	0
3629	15806	1	3	0	0	0
3763	16121	8	3	0	0	0
3767	16107	2	3	0	0	0
3775	16121	8	3	-4	0	2
3781	16117	8	3	2	0	4
3783	16119	1	3	0	0	0
3787	16113	8	3	0	0	4
3789	16107	2	3	-4	0	2
3795	10497	1	3	0	0	0
3799	16225	2	9	0	0	0
3824	16364	8	2.5	0	0	0
3825	16311	1	3	0	0	0
3896	5444	2	3	0	0	0
3920	4230	2	3	0	0	0
3922	20187	8	1.90039	0	0	0
3988	4452	1	3	0	0	0
4020	5532	1	3	0	0	0
4034	5432	1	3	0	0	0
4246	20341	2	-1	0	0	0
4705	10326	1	3	0	0	0
4709	17247	1	3	0	0	0
4764	9458	8	3	0	0	0
4765	9457	8	3	0	0	0
4768	9459	8	3	0	0	0
4775	9456	8	3	0	0	0
4776	9452	8	3	0	0	0
4780	9454	8	3	0	0	0
4782	9453	8	3	0	0	0
4787	9455	8	3	0	0	0
4826	9416	2	3	0	0	0
4827	9422	2	3	0	0	0
4830	14441	2	3	0	0	0
4831	9424	2	3	0	0	0
4834	9432	2	3	0	0	0
4835	9430	5	3	0	0	0
4836	9419	2	3	0	0	0
4838	9431	2	3	0	0	0
4842	9420	2	3	0	0	0
4843	9423	2	3	0	0	0
4846	9425	2	3	0	0	0
4847	9418	2	3	0	0	0
4848	11771	1	3	0	0	0
4849	11768	1	3	0	0	0
4864	11767	1	3	0	0	0
4866	11764	1	3	0	0	0
4872	11784	1	3	0	0	0
4901	14881	1	3	0	0	0
4902	11726	1	3	0	0	0
4926	14443	1	3	0	0	0
4929	11765	1	3	0	0	0
4930	11763	1	3	0	0	0
4931	11766	1	3	0	0	0
4938	14466	2	3	0	0	0
4941	11857	2	9	0	0	0
4942	11854	2	9	0	0	0
4943	11856	2	9	0	0	0
4944	11722	2	9	0	0	0
4945	11730	2	9	0	0	0
4946	11727	2	9	0	0	0
4947	11712	2	9	0	0	0
4950	11711	2	9	0	0	0
4951	11772	1	3	0	0	0
4957	11710	2	9	0	0	0
4958	11793	2	9	0	0	0
4959	11713	2	9	0	0	0
4961	11855	2	9	0	0	0
4962	11853	2	9	0	0	0
4963	11851	2	9	0	0	0
4964	11852	2	9	0	0	0
4972	11799	2	9	0	0	0
4973	11798	2	9	0	0	0
4974	11792	2	9	0	0	0
4977	11794	1	9	0	0	0
4978	11795	2	9	0	0	0
4980	11814	2	9	0	0	0
4982	11796	2	9	0	0	0
4983	11797	2	9	0	0	0
4988	11815	2	9	0	0	0
4989	11811	2	9	0	0	0
4990	11813	2	9	0	0	0
4995	9446	8	3	0	0	0
4999	9445	8	3	0	0	0
5002	9100	1	3	0	0	0
5003	9434	8	3	0	0	0
5006	9442	8	3	0	0	0
5007	9604	8	3	0	0	0
5010	9606	8	3	0	0	0
5011	9605	8	3	0	0	0
5012	9438	8	3	0	0	0
5013	9433	8	3	0	0	0
5014	9551	8	3	0	0	0
5016	9435	8	3	0	0	0
5018	16273	1	3	0	0	0
5020	9437	8	3	0	0	0
5021	9440	8	3	0	0	0
5022	9436	8	3	0	0	0
5023	9439	8	3	0	0	0
5056	9444	8	3	0	0	0
5068	9146	8	3	0	0	0
5069	9147	8	3	0	0	0
5070	9149	8	3	0	0	0
5071	9148	8	3	0	0	0
5073	9151	8	3	0	0	0
5075	9158	8	3	0	0	0
5081	16297	1	3	0	0	0
5082	9159	8	3	0	0	0
5083	9160	1	3	0	0	0
5084	16015	8	3	0	0	0
5101	16298	1	3	0	0	0
5116	9150	8	3	0	0	0
5190	19807	1	3	0	0	0
5220	9156	0	10	0	0	0
5221	9152	0	10	0	0	0
5222	9153	0	10	0	0	0
5231	9156	0	10	0	0	2
5238	9152	0	10	0	0	4
5239	9153	0	10	0	0	2
5252	19808	1	3	0	0	0
5308	14448	2	3	0	0	0
5309	19809	1	3	0	0	0
5320	10208	1	3	0	0	0
5587	11786	1	3	0	0	0
5590	11783	1	3	0	0	0
5593	11787	1	3	0	0	0
5597	11790	1	3	0	0	0
5686	9162	8	4	0	0	0
5687	9404	8	4	0	0	0
5688	9161	8	4	0	0	0
5689	9405	8	4	0	0	0
5853	11779	1	3	0	0	0
5874	11782	1	3	0	0	0
5885	11785	1	3	0	0	0
5887	9607	1	3	0	0	0
5895	11788	1	3	0	0	0
5897	11789	1	3	0	0	0
5959	14444	1	3	0	0	0
6100	9427	0	10	0	0	0
6105	9426	1	3	0	0	0
6110	9428	0	10	-8	0	4
6215	10786	1	3	0	0	0
6217	9450	1	3	0	0	0
6220	16490	1	3	0	0	0
6221	9451	1	3	0	0	0
6229	9569	1	3	0	0	0
6286	9561	1	10	0	0	0
6289	11841	1	3	0	0	0
6292	11842	1	3	0	0	0
6293	11849	1	3	0	0	0
6295	11843	1	3	0	0	0
6297	11848	1	3	0	0	0
6310	9510	2	3	0	0	0
6424	9925	2	3	0	0	0
6514	13054	1	3	0	0	0
6559	13039	8	3	0	0	0
6560	13036	8	3	0	0	0
6561	13037	8	3	0	0	0
6562	13033	8	3	0	0	0
6563	13035	8	3	0	0	0
6577	12446	8	3	0	0	0
6578	12445	8	3	0	0	0
6579	12448	8	3	0	0	0
6581	12467	8	3	0	0	0
6582	12465	8	3	0	0	0
6583	12468	8	3	0	0	0
6584	12469	8	3	0	0	0
6586	12464	8	3	0	0	0
6590	12447	8	3	0	0	0
6593	12453	8	3	0	0	0
6596	12452	8	3	0	0	0
6598	12472	2	3	0	0	0
6599	12473	2	3	0	0	0
6600	12474	2	3	0	0	0
6601	12475	2	3	0	0	0
6602	12480	2	3	0	0	0
6603	12481	2	3	0	0	0
6604	12478	2	3	0	0	0
6605	12470	2	3	0	0	0
6606	12484	2	3	0	0	0
6607	12482	2	3	0	0	0
6608	12471	2	3	0	0	0
6609	12490	8	3	0	0	0
6610	12494	8	3	0	0	0
6611	12493	8	3	0	0	0
6612	12491	8	3	0	0	0
6613	12495	8	3	0	0	0
6624	9771	1	3	0	0	0
6634	10216	8	3	0	0	0
6686	14451	1	3	0	0	0
6758	13761	1	3	0	0	0
6767	11930	8	3	0	0	0
6768	13763	2	3	0	0	0
6769	10174	8	3	0	0	0
6771	10175	8	3	0	0	0
6772	10173	8	3	0	0	0
6773	10172	8	3	0	0	0
6776	13762	2	3	0	0	0
6777	11956	5	3	0	0	0
6778	11957	2	3	0	0	0
6779	11960	2	3	0	0	0
6780	11954	2	3	0	0	0
6781	11963	1	3	0	0	0
6782	11965	2	3	0	0	0
6799	13063	8	1	0	0	0
6811	11067	8	3	0	0	0
6812	11066	8	3	0	0	0
6813	11060	8	3	0	0	0
6814	11063	8	3	0	0	0
6815	11055	8	3	0	0	0
6816	11056	8	3	0	0	0
6817	11071	8	3	0	0	0
6818	11070	8	3	0	0	0
6819	16993	8	3	0	0	0
6820	16983	2	3	0	0	0
6821	11031	5	3	0	0	0
6822	11027	2	3	0	0	0
6823	16985	2	3	0	0	0
6824	11026	2	3	0	0	0
6825	11029	2	3	0	0	0
6826	11034	2	3	0	0	0
6827	16982	2	3	0	0	0
6828	16988	2	3	0	0	0
6829	11032	2	3	0	0	0
6830	11030	2	3	0	0	0
6831	16991	2	3	0	0	0
6832	16984	2	3	0	0	0
6833	11033	2	3	0	0	0
6834	11035	2	3	0	0	0
6835	11028	2	3	0	0	0
6836	16992	2	3	0	0	0
6837	16989	2	3	0	0	0
6838	16987	2	3	0	0	0
6839	11036	2	3	0	0	0
6840	16986	2	3	0	0	0
6841	11037	2	3	0	0	0
6854	15216	1	3	0	0	0
6882	10179	8	3	0	0	0
6883	10187	8	3	0	0	0
6885	10178	8	3	0	0	0
6886	13868	1	3	0	0	0
6887	10185	8	3	0	0	0
6888	10182	8	3	0	0	0
6889	10180	8	3	0	0	0
6890	10181	8	3	0	0	0
6891	10184	8	3	0	0	0
6909	9863	2	3	0	0	0
6912	17063	1	3	0	0	0
6913	9864	1	3	0	0	0
7029	17411	1	3	0	0	0
7055	10159	8	5	0	0	0
7057	9980	1	3	0	0	0
7080	10040	2	3	0	0	0
7211	16999	1	3	0	0	0
7216	10771	2	3	0	0	0
7217	10773	1	3	0	0	0
7218	10770	2	3	0	0	0
7219	10769	1	3	0	0	0
7220	10767	1	3	0	0	0
7259	16998	1	3	0	0	0
7285	10483	1	3	0	0	0
7295	10270	8	3	0	0	0
7296	13050	8	3	0	0	0
7297	13046	8	3	0	0	0
7298	10273	8	3	0	0	0
7299	10274	8	3	0	0	0
7461	9889	6	-1	0	0	0
7462	22554	6	-1	0	0	0
7463	9978	6	-1	0	0	0
7501	10463	1	3	0	0	0
7585	9891	1	3	0	0	0
7598	10211	1	3	0	0	0
7753	10120	6	9	0	0	2
7754	10122	6	9	0	0	2
7755	10219	2	9	0	0	2
7756	10218	2	9	0	0	2
7757	10215	2	9	0	0	6
7758	10214	6	9	0	0	2
7762	13818	1	3	0	0	0
7782	10234	8	2.5	0	0	0
7783	10235	8	2.5	0	0	0
7784	10138	8	2.5	0	0	0
7785	10137	8	2.5	0	0	0
7786	10230	8	2.5	0	0	0
7787	10150	8	2.5	0	0	0
7788	10229	8	2.5	0	0	0
7789	10149	8	2.5	0	0	0
7790	10158	8	2.5	0	0	0
7791	10156	8	2.5	0	0	0
7792	10146	8	2.5	0	0	0
7793	10244	8	2.5	0	0	0
7794	10243	8	2.5	0	0	0
7795	10223	8	2.5	0	0	0
7796	10245	8	2.5	0	0	0
7797	10151	8	2.5	0	0	0
7798	10231	8	2.5	0	0	0
7799	10228	8	2.5	0	0	0
7801	10224	8	2.5	0	0	0
7802	10252	8	2.5	0	0	0
7803	10222	8	2.5	0	0	0
7804	10225	8	2.5	0	0	0
7805	10154	8	2.5	0	0	0
7806	10155	8	2.5	0	0	0
7807	10227	8	2.5	0	0	0
7975	10209	1	3	0	0	0
7988	16931	2	3	0	0	0
7991	10464	1	3	0	0	0
7996	10213	1	3	0	0	0
8013	11048	2	9	0	0	0
8014	11076	2	9	0	0	0
8015	11084	2	9	0	0	0
8016	16994	2	9	0	0	0
8017	16995	2	9	0	0	0
8018	11082	2	9	0	0	0
8019	17001	2	9	0	0	0
8020	11075	1	9	0	0	0
8021	17000	2	9	0	0	0
8022	11073	2	9	0	0	0
8023	17002	2	9	0	0	0
8024	11072	2	9	0	0	0
8025	11080	2	9	0	0	0
8026	11079	2	9	0	0	0
8027	11081	2	9	0	0	0
8028	11077	2	9	0	0	0
8031	12007	8	3	0	0	0
8032	12006	8	3	0	0	0
8038	12005	8	3	0	0	0
8041	12004	8	3	0	0	0
8044	10205	1	3	0	0	0
8046	12002	8	3	4	0	-2
8047	12001	8	3	4	0	2
8049	12002	8	3	0	0	0
8050	12001	8	3	0	0	0
8059	10834	1	3	0	0	0
8168	11045	8	3	0	0	0
8173	11047	8	3	0	0	0
8174	10459	8	3	0	0	0
8175	10327	8	3	0	0	0
8176	11092	8	3	0	0	0
8268	10510	1	3	0	0	0
8269	10508	1	3	0	0	0
8270	10507	1	3	0	0	0
8284	17067	1	3	0	0	0
8331	9570	1	3	0	0	0
8339	16294	1	3	0	0	0
8343	19365	2	3	0	0	0
8362	9915	1	3	0	0	0
8384	11058	1	3	0	0	0
8427	12007	8	3	4	0	2
8428	12006	8	3	4	0	2
8433	11107	8	3	0	0	0
8435	12005	8	3	4	0	2
8436	12004	8	3	4	0	2
8446	11802	1	3	0	0	0
8625	10201	1	3	0	0	0
8648	9892	1	3	0	0	0
8708	9595	1	3	0	0	0
8770	14671	1	3	0	0	0
8771	16973	1	3	0	0	0
8775	14659	1	3	0	0	0
8804	13038	8	3	0	0	0
8805	13032	8	3	0	0	0
8806	13029	8	3	0	0	0
8814	13058	8	3	0	0	0
8815	13060	8	3	0	0	0
8816	13049	8	3	0	0	0
8817	13051	8	3	0	0	0
8818	10272	8	3	0	0	0
8819	13040	8	3	0	0	0
8820	13042	8	3	0	0	0
8821	13053	8	1	0	0	0
8822	13061	8	3	0	0	0
8824	13047	8	1	0	0	0
8825	10271	8	3	0	0	0
8843	14455	1	3	0	0	0
8901	9935	1	3	0	0	0
8915	14429	2	3	0	0	0
8933	13622	1	3	0	0	0
8941	13631	1	3	0	0	0
8946	13630	0	3	0	0	0
9075	14118	1	3	0	0	0
9090	14430	2	3	0	0	0
9091	14447	2	3	0	0	0
9092	14431	2	3	0	0	0
9093	14446	1	3	0	0	0
9094	14450	2	3	0	0	0
9095	14457	1	3	0	0	0
9096	14458	1	3	0	0	0
9097	14462	2	3	0	0	0
9098	14453	1	3	0	0	0
9099	14461	1	3	0	0	0
9100	14463	2	3	0	0	0
9101	14464	1	3	0	0	0
9126	14465	1	3	0	0	0
9127	14467	1	3	0	0	0
9150	14440	1	3	0	0	0
9151	14445	1	3	0	0	0
9333	14845	1	3	0	0	0
9334	14850	1	3	0	0	0
9431	14460	1	3	0	0	0
9438	1641	1	3	0	0	0
9453	20153	1	3	0	0	0
9517	15217	2	3	0	0	0
9518	15218	2	3	0	0	0
9519	15211	8	3	0	0	0
9520	15215	2	3	0	0	0
9522	15212	8	3	0	0	0
9523	15214	8	3	0	0	0
9528	16292	1	3	0	0	0
9661	16924	1	3	0	0	0
9683	9552	1	3	0	0	0
9686	9553	1	3	0	0	0
9692	9554	1	3	0	0	0
9716	11804	2	3	0	0	0
9737	17362	2	3	0	0	0
9773	17245	6	-1	0	0	0
9774	17246	6	-1	0	0	0
9775	17248	6	-1	0	0	0
9963	17427	2	10	0	0	0
9964	17427	2	10	0	0	0
10002	9417	2	3	0	0	0
10006	16491	1	3	0	0	0
10091	9421	2	3	0	0	0
10108	10253	8	2.5	0	0	0
10109	10226	8	2.5	0	0	0
10118	10242	8	3	0	0	0
10121	10153	8	3	0	0	0
10133	17004	1	3	0	0	0
10135	13626	1	3	0	0	0
10138	11057	8	3	0	0	0
10139	11059	8	3	0	0	0
10140	11068	8	3	0	0	0
10141	11069	8	3	0	0	0
10147	9415	1	3	0	0	0
10148	9414	8	3	0	0	0
10163	11780	1	3	0	0	0
10184	12454	8	3	0	0	0
10186	12466	8	3	0	0	0
10193	11770	1	3	0	0	0
10199	11803	1	3	0	0	0
10200	9441	8	3	0	0	0
10216	13052	8	3	0	0	0
10217	13064	8	3	0	0	0
10227	9893	2	3	0	0	0
10231	10186	1	3	0	0	0
10237	20129	1	3	0	0	0
10312	9890	1	3	0	0	0
10323	13720	1	3	0	0	0
10351	12691	1	4.5	-2	0	4
10365	16019	1	3	0	0	0
10367	12691	1	3	0	0	0
10381	13985	1	3	0	0	0
10382	13986	2	3	0	0	0
10396	8052	2	3	0	0	0
10399	8051	2	3	0	0	0
10404	8050	1	3	0	0	0
10407	7858	1	3	0	0	0
10408	12690	1	3	0	0	0
10412	8828	1	3	0	0	0
10415	16017	1	3	0	0	0
10424	15068	8	3	0	0	0
10439	8043	1	3	0	0	0
10460	8041	1	3	0	0	0
10468	8042	1	10	0	0	0
10496	7928	1	3	0	0	0
10500	7931	1	3	0	0	0
10525	8459	1	3	0	0	0
10578	13987	2	3	0	0	0
10579	13996	2	3	0	0	0
10581	14905	1	3	0	0	0
10653	13995	1	3	0	0	0
10655	13994	2	3	0	0	0
10707	10851	1	3	-2	0	4
10708	10851	1	3	2	0	4
10710	10851	1	3	0	0	0
10730	7929	1	3	0	0	0
10772	13732	1	3	0	0	0
10774	13734	1	3	0	0	0
10775	10835	1	3	0	0	0
10815	10904	1	3	0	0	0
10825	10836	1	3	0	0	0
10853	8039	2	10	0	0	0
10854	8040	2	10	0	0	0
10855	8037	2	10	0	0	0
10858	8038	5	10	0	0	0
10879	14062	1	3	0	0	0
10900	8827	1	3	0	0	0
10914	13997	2	3	0	0	0
10927	8053	1	3	0	0	0
10934	13773	8	3	2	0	4
10935	8878	1	3	0	0	0
10938	13872	8	3	2	0	4
10939	13904	2	3	0	0	0
10940	8884	1	3	0	0	0
10944	13765	1	3	0	0	0
10954	15003	1	3	0	0	0
10991	8776	1	3	0	0	0
11008	8005	1	3	0	0	0
11009	10832	1	3	0	0	0
11027	16156	1	3	0	0	0
11041	10888	1	3	0	0	0
11092	16051	1	3	0	0	0
11100	13884	1	3	0	0	0
11153	13695	2	3	0	0	0
11214	13773	8	3	0	0	0
11215	13872	8	3	0	0	0
11216	13896	1	3	0	0	0
11220	13773	8	3	-2	0	4
11224	13872	8	3	-2	0	4
11225	13921	1	3	0	0	0
11226	13783	2	3	0	0	0
11275	13897	2	3	0	0	0
11285	12689	1	3	0	0	0
11339	13923	2	10	0	0	0
11352	14114	1	3	0	0	0
11363	13973	0	3	0	0	0
11364	13988	0	3	0	0	0
11365	13992	1	3	0	0	0
11367	8885	1	3	0	0	0
11413	13722	1	3	0	0	0
11420	14059	1	3	0	0	0
11421	14060	2	2.40039	0	0	0
11422	14061	2	2.40039	0	0	0
11424	14066	1	2.40039	0	0	0
11431	13654	1	3	0	0	0
11433	14115	2	10	0	0	0
11503	16018	1	3	0	0	0
11536	13871	1	3	0	0	0
11541	8826	1	3	0	0	0
11549	10822	1	3	0	0	0
11590	5119	1	3	0	0	0
11601	3906	1	3	0	0	0
11642	10754	1	3	0	0	0
11661	4031	1	3	0	0	0
11665	5944	8	4	0	0	0
11669	5943	8	4	0	0	0
11673	17806	1	3	0	0	0
11680	5027	8	3	0	0	0
11728	10892	8	3	0	0	0
11729	19223	8	3	0	0	0
11731	10895	8	3	0	0	0
11733	19225	8	3	0	0	0
11734	10896	8	3	0	0	0
11736	10899	8	3	0	0	0
11737	10897	8	3	0	0	0
11738	10901	8	3	0	0	0
11741	10903	8	3	0	0	0
11742	10898	8	3	0	0	0
11743	10905	8	3	0	0	0
11744	10906	8	3	0	0	0
11745	10908	8	3	0	0	0
11746	10907	8	3	0	0	0
11749	9736	1	3	0	0	0
11751	4873	1	3	0	0	0
11754	4185	1	3	0	0	0
11755	14900	2	3	0	0	2
11756	14899	2	3	0	0	2
11757	14901	2	3	0	0	2
11758	14902	2	3	0	0	2
11759	14974	2	3	0	0	2
11760	14972	2	3	0	0	2
11761	14971	2	3	0	0	2
11762	14973	2	3	0	0	2
11788	10979	8	3	0	0	0
11789	10975	8	3	0	0	0
11790	10980	8	3	0	0	0
11791	10974	8	3	0	0	0
11793	10981	8	3	0	0	0
11798	10982	8	3	0	0	0
11803	10983	8	3	0	0	0
11804	10984	8	3	0	0	0
11805	10978	8	3	0	0	0
11835	4828	1	3	0	0	0
11973	5029	4	9	0	0	0
11978	4155	2	9	0	0	0
11980	4156	2	9	0	0	0
11982	4161	2	9	0	0	0
11993	1453	1	3	0	0	0
12002	5029	4	9	-4	0	-4
12033	4155	2	9	0	0	2
12034	4153	2	9	0	0	4
12035	4156	2	9	0	0	2
12043	4157	2	9	0	0	4
12044	4161	2	9	0	0	2
12071	10757	8	3	0	0	0
12072	10755	8	3	0	0	0
12074	10752	8	3	0	0	0
12075	10756	8	3	0	0	0
12087	5026	4	3	0	0	0
12120	4779	6	-1	0	0	0
12121	4784	6	-1	0	0	0
12122	4145	6	-1	0	0	0
12123	4785	6	-1	0	0	0
12166	4801	1	3	0	0	0
12169	10847	8	3	0	0	0
12170	10846	8	3	0	0	0
12171	10845	8	3	0	0	0
12173	10844	8	3	0	0	0
12174	10842	8	3	0	0	0
12242	4246	1	3	0	0	0
12243	4247	1	3	0	0	0
12312	3892	1	3	0	0	0
12367	4245	1	3	0	0	0
12370	4244	1	3	0	0	0
12393	5104	1	3	0	0	0
12432	10570	1	3	0	0	0
12521	4786	1	3	0	0	0
12523	4930	1	3	0	0	0
12561	4787	1	3	0	0	0
