creatureId	spell4Id	label
8999	55764	exile soldier
8999	57872	exile soldier
8999	57843	exile soldier
8999	43759	exile soldier
9000	54935	exile medic
9000	54343	exile medic
9000	58710	exile medic
9000	58711	exile medic
9570	32774	gnarlfoot climber
9570	46933	gnarlfoot climber
9570	43366	gnarlfoot climber
9570	44200	gnarlfoot climber
9573	43366	gnarlfoot slasher
9573	42383	gnarlfoot slasher
9573	41717	gnarlfoot slasher
9573	32774	gnarlfoot slasher
9573	46895	gnarlfoot slasher
9574	43366	gnarlfoot pest
9574	42383	gnarlfoot pest
9574	32774	gnarlfoot pest
9574	46895	gnarlfoot pest
9574	41717	gnarlfoot pest
9578	26162	zomclaw buzzard
9578	20196	zomclaw buzzard
9578	57768	zomclaw buzzard
9578	28704	zomclaw buzzard
9578	57765	zomclaw buzzard
9578	28016	zomclaw buzzard
9578	47168	zomclaw buzzard
9579	28016	zomclaw scavenger
9579	57768	zomclaw scavenger
9579	20196	zomclaw scavenger
9579	28704	zomclaw scavenger
9579	26162	zomclaw scavenger
9579	57765	zomclaw scavenger
9579	47168	zomclaw scavenger
9591	27974	whitepaw slasher
9591	26162	whitepaw slasher
9591	12425	whitepaw slasher
9591	35192	whitepaw slasher
9591	14025	whitepaw slasher
9591	27991	whitepaw slasher
9592	12425	whitepaw pouncer
9592	27974	whitepaw pouncer
9592	14025	whitepaw pouncer
9592	27991	whitepaw pouncer
9592	35192	whitepaw pouncer
9592	26162	whitepaw pouncer
9593	12425	whitepaw prowler
9593	46024	whitepaw prowler
9593	26162	whitepaw prowler
9593	27974	whitepaw prowler
9593	14024	whitepaw prowler
9593	45494	whitepaw prowler
9593	35192	whitepaw prowler
9596	12425	whitepaw stalker
9596	13961	whitepaw stalker
9596	45494	whitepaw stalker
9596	35192	whitepaw stalker
9597	56074	deadwind sleeper
9597	53369	deadwind sleeper
9597	56073	deadwind sleeper
9598	61315	deadwind lunatic
9598	60562	deadwind lunatic
9598	61392	deadwind lunatic
9598	61393	deadwind lunatic
9598	61426	deadwind lunatic
9599	61393	deadwind maniac
9599	60562	deadwind maniac
9599	61315	deadwind maniac
9599	61392	deadwind maniac
9599	61426	deadwind maniac
9603	54600	ungala shocker
9603	54601	ungala shocker
9603	32493	ungala shocker
9603	54602	ungala shocker
9603	26512	ungala shocker
9603	25871	ungala shocker
9606	48792	coastal tusker
9606	52536	coastal tusker
9606	45851	coastal tusker
9606	48515	coastal tusker
9606	52473	coastal tusker
9608	25871	coastal hookjaw
9608	25877	coastal hookjaw
9609	6296	coastal hunter
9609	45851	coastal hunter
9610	55151	stonetusk charger
9610	2340	stonetusk charger
9610	19085	stonetusk charger
9610	9743	stonetusk charger
9610	30623	stonetusk charger
9610	32574	stonetusk charger
9613	21712	swifthart elder
9613	18109	swifthart elder
9613	35506	swifthart elder
9615	53508	swifthart stag
9615	21715	swifthart stag
9615	35506	swifthart stag
9615	18109	swifthart stag
9615	30503	swifthart stag
9615	53505	swifthart stag
9616	55307	coarsehair bellower
9616	30510	coarsehair bellower
9616	32886	coarsehair bellower
9616	21704	coarsehair bellower
9616	22670	coarsehair bellower
9619	18120	coarsehair wanderer
9619	19180	coarsehair wanderer
9619	55307	coarsehair wanderer
9619	30510	coarsehair wanderer
9620	53416	coarsehair bull
9620	22670	coarsehair bull
9620	55307	coarsehair bull
9620	53436	coarsehair bull
9620	32886	coarsehair bull
9620	30510	coarsehair bull
9620	21705	coarsehair bull
9622	31801	bloodfire warpig
9622	30936	bloodfire warpig
9622	31809	bloodfire warpig
9622	31619	bloodfire warpig
9630	35622	jagged rock minebot
9630	34585	jagged rock minebot
9630	34982	jagged rock minebot
9630	35223	jagged rock minebot
9630	24990	jagged rock minebot
9631	35622	jagged rock minebot
9631	34585	jagged rock minebot
9631	34982	jagged rock minebot
9631	35223	jagged rock minebot
9631	24990	jagged rock minebot
9633	41619	savannah poacher
9633	65744	savannah poacher
9633	42111	savannah poacher
9633	42083	savannah poacher
9634	51899	savannah marksman
9634	52742	savannah marksman
9634	51828	savannah marksman
9634	52010	savannah marksman
9635	46878	zonaga
9635	35474	zonaga
9635	54824	zonaga
9635	54822	zonaga
9635	46288	zonaga
9636	55402	shadeleaf mystic
9636	55421	shadeleaf mystic
9636	55401	shadeleaf mystic
9636	53382	shadeleaf mystic
9636	55371	shadeleaf mystic
9636	55786	shadeleaf mystic
9637	55786	shadeleaf novice
9637	53382	shadeleaf novice
9637	55531	shadeleaf novice
9637	55371	shadeleaf novice
9739	55402	ullana shadeleaf
9739	55401	ullana shadeleaf
9739	55421	ullana shadeleaf
9739	53382	ullana shadeleaf
9739	55371	ullana shadeleaf
9751	12425	kivuli
9751	45494	kivuli
9751	13961	kivuli
9751	35192	kivuli
9752	26162	kifo
9752	27991	kifo
9752	14024	kifo
9752	12425	kifo
9752	27974	kifo
9773	55402	ullana shadeleaf
9773	55401	ullana shadeleaf
9773	55421	ullana shadeleaf
9773	53382	ullana shadeleaf
9773	55371	ullana shadeleaf
9794	29850	mercenary arkos
9794	32177	mercenary arkos
9794	46692	mercenary arkos
9794	46797	mercenary arkos
9794	46579	mercenary arkos
9794	30131	mercenary arkos
9794	32192	mercenary arkos
9794	47033	mercenary arkos
9799	66354	firewalker jarrok
9799	61315	firewalker jarrok
9799	66353	firewalker jarrok
9799	65716	firewalker jarrok
9800	54577	tamolo
9800	53382	tamolo
9800	56074	tamolo
9800	56073	tamolo
9800	54716	tamolo
9800	56078	tamolo
9898	53382	deadwind moodie
9898	65849	deadwind moodie
10106	32774	ook
10106	46895	ook
10106	48086	ook
10106	43327	ook
10106	41717	ook
10106	47858	ook
10106	48147	ook
10107	54577	witch doctor shami
10107	56074	witch doctor shami
10107	56078	witch doctor shami
10107	53382	witch doctor shami
10107	56073	witch doctor shami
10108	54602	yihwa
10108	26512	yihwa
10108	25871	yihwa
10108	54601	yihwa
10108	32493	yihwa
10108	54600	yihwa
10356	45851	mursu
10356	52473	mursu
10356	48792	mursu
10356	52536	mursu
10356	48515	mursu
10440	26386	bloodcoast sand king
10440	57287	bloodcoast sand king
10440	57288	bloodcoast sand king
10440	57289	bloodcoast sand king
10440	26161	bloodcoast sand king
10442	57287	bloodcoast skuttling
10442	26161	bloodcoast skuttling
10442	57288	bloodcoast skuttling
10442	26385	bloodcoast skuttling
10443	26385	bloodcoast spikeling
10443	57288	bloodcoast spikeling
10443	26161	bloodcoast spikeling
10443	57287	bloodcoast spikeling
10444	57287	bloodcoast burrower
10444	26385	bloodcoast burrower
10444	57288	bloodcoast burrower
10444	26161	bloodcoast burrower
10445	26161	bloodcoast pincher
10445	26385	bloodcoast pincher
10445	57288	bloodcoast pincher
10445	57287	bloodcoast pincher
10529	54577	deadwind witchdoctor
10529	56078	deadwind witchdoctor
10529	53382	deadwind witchdoctor
10529	56073	deadwind witchdoctor
10529	56074	deadwind witchdoctor
10529	54716	deadwind witchdoctor
11061	60595	commander durek
11061	61315	commander durek
11061	61014	commander durek
11066	60595	commander durek
11066	61315	commander durek
11066	61014	commander durek
11071	65709	dagun scavenger
11071	72599	dagun scavenger
11071	65711	dagun scavenger
11117	28016	boneclaw rotbeak
11117	28704	boneclaw rotbeak
11117	20196	boneclaw rotbeak
11117	57768	boneclaw rotbeak
11117	47168	boneclaw rotbeak
11117	57765	boneclaw rotbeak
11117	26162	boneclaw rotbeak
11149	55421	stormwing protector
11149	55401	stormwing protector
11149	55371	stormwing protector
11149	53382	stormwing protector
11149	55402	stormwing protector
11152	66122	stormwing vanquisher
11152	66113	stormwing vanquisher
11152	60562	stormwing vanquisher
11152	66118	stormwing vanquisher
11152	57843	stormwing vanquisher
11152	69165	stormwing vanquisher
11152	74514	stormwing vanquisher
11152	61315	stormwing vanquisher
11153	66113	stormwing guardian
11153	66122	stormwing guardian
11153	60562	stormwing guardian
11153	61315	stormwing guardian
11153	66118	stormwing guardian
11153	57843	stormwing guardian
11153	74514	stormwing guardian
11153	69165	stormwing guardian
11161	43328	hillscourge plaguebug
11161	41070	hillscourge plaguebug
11161	44466	hillscourge plaguebug
11161	44656	hillscourge plaguebug
11164	43328	hillscourge protector
11164	44466	hillscourge protector
11164	44656	hillscourge protector
11164	41070	hillscourge protector
11467	57664	granok mercenary
11467	52448	granok mercenary
11855	43366	bushtail screecher
11855	46933	bushtail screecher
11855	32774	bushtail screecher
11855	44200	bushtail screecher
11903	29850	mercenary arkos
11903	32177	mercenary arkos
11903	46692	mercenary arkos
11903	46797	mercenary arkos
11903	46579	mercenary arkos
11903	30131	mercenary arkos
11903	32192	mercenary arkos
11903	47033	mercenary arkos
11907	55840	skeech diviner
11907	65849	skeech diviner
11910	27269	skeech scratcher
11910	38773	skeech scratcher
11910	65744	skeech scratcher
11912	55840	skeech shaman
11912	65849	skeech shaman
11913	55840	skeech diviner
11913	65849	skeech diviner
11917	65849	skeech frostlord
11917	55840	skeech frostlord
11925	52057	crystal guardian
11925	53771	crystal guardian
11925	55304	crystal guardian
11925	46327	crystal guardian
11925	40488	crystal guardian
11925	50097	crystal guardian
11945	9940	yeti snowstalker
11945	2095	yeti snowstalker
11945	44496	yeti snowstalker
11945	53034	yeti snowstalker
11948	9937	yeti frostclaw
11948	2095	yeti frostclaw
11948	55630	yeti frostclaw
11950	28691	dominion engineer
11950	44427	dominion engineer
11950	45953	dominion engineer
11950	46389	dominion engineer
11950	65744	dominion engineer
11950	45813	dominion engineer
11950	46398	dominion engineer
11953	55763	dominion gunner
11953	55764	dominion gunner
11953	51828	dominion gunner
11953	52010	dominion gunner
11987	53348	dominion turret
11987	44283	dominion turret
11987	42235	dominion turret
11987	52775	dominion turret
11987	52772	dominion turret
11987	52853	dominion turret
11987	52777	dominion turret
12211	60568	risen draken warrior
12211	61315	risen draken warrior
12211	49928	risen draken warrior
12211	49879	risen draken warrior
12211	49792	risen draken warrior
12212	47153	rootbrute grimspore
12212	35474	rootbrute grimspore
12212	55316	rootbrute grimspore
12212	46807	rootbrute grimspore
12213	55319	rootbrute deathcap
12213	46043	rootbrute deathcap
12213	35474	rootbrute deathcap
12213	47152	rootbrute deathcap
12213	54185	rootbrute deathcap
12213	46051	rootbrute deathcap
12213	52869	rootbrute deathcap
12313	34262	ancient skeleton
12313	33250	ancient skeleton
12313	33242	ancient skeleton
12313	35556	ancient skeleton
12327	54577	tamolo
12327	53382	tamolo
12327	56074	tamolo
12327	56073	tamolo
12327	54716	tamolo
12327	56078	tamolo
12347	56818	oozing sludgeon
12347	57008	oozing sludgeon
12347	57831	oozing sludgeon
12347	46939	oozing sludgeon
12347	35474	oozing sludgeon
12347	58263	oozing sludgeon
12347	38501	oozing sludgeon
12347	57878	oozing sludgeon
12347	57744	oozing sludgeon
12507	60568	risen draken warrior
12507	61315	risen draken warrior
12507	49928	risen draken warrior
12507	49879	risen draken warrior
12507	49792	risen draken warrior
12516	53384	dominion scout
12516	53383	dominion scout
12516	55426	dominion scout
12516	54241	dominion scout
12516	54299	dominion scout
12516	51828	dominion scout
12516	72075	dominion scout
12516	55762	dominion scout
12516	52010	dominion scout
12516	51899	dominion scout
12518	65711	dagun tracker
12518	65709	dagun tracker
12518	72599	dagun tracker
12525	58478	dominion blasterbot
12525	62528	dominion blasterbot
12526	57882	dominion ultrabot
12526	40506	dominion ultrabot
12526	57879	dominion ultrabot
12526	50280	dominion ultrabot
12526	46392	dominion ultrabot
12526	55364	dominion ultrabot
12526	45779	dominion ultrabot
12655	66354	firewalker jarrok
12655	61315	firewalker jarrok
12655	66353	firewalker jarrok
12655	65716	firewalker jarrok
12740	52504	deadstar pummeler
12740	41619	deadstar pummeler
12740	42083	deadstar pummeler
12740	65744	deadstar pummeler
12740	42111	deadstar pummeler
12742	55119	deadstar gunhand
12742	47669	deadstar gunhand
12742	48920	deadstar gunhand
12742	65795	deadstar gunhand
12743	55761	deadstar mechanic
12743	52151	deadstar mechanic
12743	52010	deadstar mechanic
12743	54128	deadstar mechanic
12747	60568	dominion operative
12747	61315	dominion operative
12747	50103	dominion operative
12747	50007	dominion operative
12747	49888	dominion operative
12748	18094	duskfall flailer
12748	6103	duskfall flailer
12748	17269	duskfall flailer
12748	54591	duskfall flailer
12751	56990	duskfall warden
12751	47175	duskfall warden
12751	48896	duskfall warden
12751	56986	duskfall warden
12751	65849	duskfall warden
12751	55702	duskfall warden
12751	55683	duskfall warden
12751	51827	duskfall warden
12752	30756	duskfall squawker
12752	46149	duskfall squawker
12752	56986	duskfall squawker
12754	7031	irradiated snoglug
12754	57054	irradiated snoglug
12754	57055	irradiated snoglug
12754	57057	irradiated snoglug
12754	25878	irradiated snoglug
12754	57056	irradiated snoglug
12754	55329	irradiated snoglug
12759	28691	dominion engineer
12759	44427	dominion engineer
12759	45953	dominion engineer
12759	46389	dominion engineer
12759	65744	dominion engineer
12759	45813	dominion engineer
12759	46398	dominion engineer
12800	30936	bloodmaul ravager
12800	71187	bloodmaul ravager
12800	31618	bloodmaul ravager
12800	30095	bloodmaul ravager
12802	66393	ripbeak buzzard
12802	69165	ripbeak buzzard
12802	66394	ripbeak buzzard
12802	65753	ripbeak buzzard
12802	65754	ripbeak buzzard
12803	28704	ripbeak skyhunter
12803	26162	ripbeak skyhunter
12803	57768	ripbeak skyhunter
12803	20196	ripbeak skyhunter
12803	28016	ripbeak skyhunter
12803	47168	ripbeak skyhunter
12803	57765	ripbeak skyhunter
12804	30936	greystone earthrager
12804	28626	greystone earthrager
12804	31619	greystone earthrager
12804	56899	greystone earthrager
12807	25871	coldscale stunpike
12807	25877	coldscale stunpike
12808	25871	coldscale ravener
12808	25877	coldscale ravener
12844	9937	yeti frostclaw
12844	2095	yeti frostclaw
12844	55630	yeti frostclaw
12924	56074	poxbrew alchemist
12924	53369	poxbrew alchemist
12924	56073	poxbrew alchemist
12925	54327	poxbrew operative
12925	53384	poxbrew operative
12925	53383	poxbrew operative
12925	54299	poxbrew operative
12925	54241	poxbrew operative
12925	54675	poxbrew operative
12930	69165	director ehlsa
12930	57843	director ehlsa
12930	58566	director ehlsa
12930	58567	director ehlsa
12930	57851	director ehlsa
12930	57872	director ehlsa
12930	57029	director ehlsa
12952	30510	strawgrazer charger
12952	32886	strawgrazer charger
12952	19180	strawgrazer charger
12952	18120	strawgrazer charger
13007	35246	greystone slasher
13007	32768	greystone slasher
13007	32735	greystone slasher
13007	35282	greystone slasher
13008	35282	greystone rumbler
13008	32768	greystone rumbler
13008	56614	greystone rumbler
13008	35246	greystone rumbler
13008	32735	greystone rumbler
13013	21704	strawgrazer pack bull
13013	53416	strawgrazer pack bull
13013	53436	strawgrazer pack bull
13013	22670	strawgrazer pack bull
13013	32886	strawgrazer pack bull
13013	30510	strawgrazer pack bull
13014	30510	strawgrazer gorer
13014	32886	strawgrazer gorer
13014	19180	strawgrazer gorer
13014	18120	strawgrazer gorer
13081	52742	inventor hoom
13081	51899	inventor hoom
13081	51828	inventor hoom
13081	52010	inventor hoom
13112	52151	dominion scientist
13112	55763	dominion scientist
13112	66020	dominion scientist
13112	48616	dominion scientist
13112	50080	dominion scientist
13112	44267	dominion scientist
13116	9937	yeti frostclaw
13116	2095	yeti frostclaw
13116	55630	yeti frostclaw
13117	9940	yeti snowstalker
13117	2095	yeti snowstalker
13117	44496	yeti snowstalker
13117	53034	yeti snowstalker
13118	47153	rootbrute grimspore
13118	35474	rootbrute grimspore
13118	55316	rootbrute grimspore
13118	46807	rootbrute grimspore
13147	52742	captain thokov
13147	51828	captain thokov
13147	51899	captain thokov
13147	52010	captain thokov
13398	57664	trapped miner guard
13398	52448	trapped miner guard
13405	60569	hycrest watch recruit
13501	60569	hycrest watch recruit
13521	35282	greystone ambusher
13521	32735	greystone ambusher
13521	32768	greystone ambusher
13521	35246	greystone ambusher
13521	56614	greystone ambusher
13522	32735	redsnout the ravenous
13522	32768	redsnout the ravenous
13522	35246	redsnout the ravenous
13522	35282	redsnout the ravenous
13522	56614	redsnout the ravenous
13543	47669	hycrest watchman
13543	55119	hycrest watchman
13543	65795	hycrest watchman
13543	48933	hycrest watchman
13543	55372	hycrest watchman
13543	47389	hycrest watchman
13549	47153	rootbrute grimspore
13549	35474	rootbrute grimspore
13549	55316	rootbrute grimspore
13549	46807	rootbrute grimspore
13552	60569	hycrest watch recruit
13639	32734	demonclaw
13639	45289	demonclaw
13639	32735	demonclaw
13639	45335	demonclaw
13639	34262	demonclaw
13647	25144	cubig security zapper
13669	60568	lieutenant pragg
13669	61315	lieutenant pragg
13669	55434	lieutenant pragg
13714	32735	cubig squared
13714	32612	cubig squared
13714	32379	cubig squared
13714	39867	cubig squared
13725	32612	cuboar abomination
13725	32735	cuboar abomination
13725	32379	cuboar abomination
13725	39867	cuboar abomination
13726	65973	fieldclaw mangler
13726	56525	fieldclaw mangler
13728	56326	mozyk rumbler
13728	55700	mozyk rumbler
13728	52235	mozyk rumbler
13728	54349	mozyk rumbler
13728	56622	mozyk rumbler
13728	52080	mozyk rumbler
13729	55862	viceclaw pincer
13729	55859	viceclaw pincer
13729	55860	viceclaw pincer
13729	65763	viceclaw pincer
13729	53988	viceclaw pincer
13729	55861	viceclaw pincer
13729	54225	viceclaw pincer
13734	54675	hivestrike operative
13734	54299	hivestrike operative
13734	53384	hivestrike operative
13734	54241	hivestrike operative
13734	53383	hivestrike operative
13734	54327	hivestrike operative
13737	55371	hivestrike grovekeeper
13737	53382	hivestrike grovekeeper
13737	55531	hivestrike grovekeeper
13739	53382	hivestrike elementalist
13739	55531	hivestrike elementalist
13739	55371	hivestrike elementalist
13748	36021	honeyhive swarmer
13748	32965	honeyhive swarmer
13748	32966	honeyhive swarmer
13748	37322	honeyhive swarmer
13759	66057	swiftpaw savager
13759	65709	swiftpaw savager
13759	65711	swiftpaw savager
13760	79183	swiftpaw growler
13760	69165	swiftpaw growler
13760	65709	swiftpaw growler
13760	65711	swiftpaw growler
13760	79182	swiftpaw growler
13761	44804	swiftpaw stalker
13761	55290	swiftpaw stalker
13761	46040	swiftpaw stalker
13761	42362	swiftpaw stalker
13761	44805	swiftpaw stalker
13761	43759	swiftpaw stalker
13762	65709	swiftpaw tracker
13762	79182	swiftpaw tracker
13762	69165	swiftpaw tracker
13762	79183	swiftpaw tracker
13762	65711	swiftpaw tracker
13763	6917	pinewrath logchomper
13763	38079	pinewrath logchomper
13763	6916	pinewrath logchomper
13763	52762	pinewrath logchomper
13763	52760	pinewrath logchomper
13763	38031	pinewrath logchomper
13763	53868	pinewrath logchomper
13768	30510	longhorn steer
13768	30096	longhorn steer
13768	21725	longhorn steer
13803	65711	blackpaw
13803	79183	blackpaw
13803	66239	blackpaw
13803	65709	blackpaw
13803	72964	blackpaw
13803	60950	blackpaw
13803	69165	blackpaw
13831	27116	honeyhive queen
13831	32966	honeyhive queen
13831	11865	honeyhive queen
13842	56622	golthox
13842	56326	golthox
13842	55700	golthox
13842	52080	golthox
13842	54349	golthox
13842	52235	golthox
13959	2095	fierce yeti icefang
13959	9937	fierce yeti icefang
13959	55630	fierce yeti icefang
13981	60594	morek throg
13981	61315	morek throg
13981	66279	morek throg
13981	66275	morek throg
14033	39867	aberrant cloned cubig
14033	32617	aberrant cloned cubig
14136	6917	the lurking terror
14136	38079	the lurking terror
14136	6916	the lurking terror
14136	53868	the lurking terror
14136	52760	the lurking terror
14136	52762	the lurking terror
14136	38031	the lurking terror
14424	53343	dominion soldier
14424	53342	dominion soldier
14424	57843	dominion soldier
14424	49350	dominion soldier
14424	43759	dominion soldier
14424	51346	dominion soldier
14424	65744	dominion soldier
14424	57664	dominion soldier
14424	52448	dominion soldier
14424	51828	dominion soldier
14424	52010	dominion soldier
14424	52742	dominion soldier
14424	53345	dominion soldier
14424	52551	dominion soldier
14433	58566	darkspur bladegrinder
14433	57843	darkspur bladegrinder
14433	58567	darkspur bladegrinder
14433	69165	darkspur bladegrinder
14433	57872	darkspur bladegrinder
14435	65744	darkspur bruiser
14435	42111	darkspur bruiser
14435	42083	darkspur bruiser
14435	41619	darkspur bruiser
14437	47669	darkspur splitshot
14437	55119	darkspur splitshot
14437	65795	darkspur splitshot
14437	48920	darkspur splitshot
14464	53382	thundercall arcanist
14464	55402	thundercall arcanist
14464	55421	thundercall arcanist
14464	55401	thundercall arcanist
14464	55371	thundercall arcanist
14468	57843	thundercall guardian
14468	58535	thundercall guardian
14468	60599	thundercall guardian
14468	63233	thundercall guardian
14468	63270	thundercall guardian
14468	64916	thundercall guardian
14468	75772	thundercall guardian
14468	75793	thundercall guardian
14468	75792	thundercall guardian
14468	75599	thundercall guardian
14468	61315	thundercall guardian
14468	75357	thundercall guardian
14573	69072	wind elemental
14573	46878	wind elemental
14573	69378	wind elemental
14573	35474	wind elemental
14573	65456	wind elemental
14573	70570	wind elemental
14581	26385	stonespike fouler
14581	57288	stonespike fouler
14581	57287	stonespike fouler
14581	26161	stonespike fouler
14582	57287	stonespike tusker
14582	26385	stonespike tusker
14582	26161	stonespike tusker
14582	57288	stonespike tusker
14583	26161	stonespike snipper
14583	26385	stonespike snipper
14583	57287	stonespike snipper
14583	57288	stonespike snipper
14598	36849	vishal-thun soul slaver
14598	65744	vishal-thun soul slaver
14598	40694	vishal-thun soul slaver
14598	35403	vishal-thun soul slaver
14598	72918	vishal-thun soul slaver
14598	72910	vishal-thun soul slaver
14600	49911	vishal-thun overlord
14600	42208	vishal-thun overlord
14600	49915	vishal-thun overlord
14600	73113	vishal-thun overlord
14600	73116	vishal-thun overlord
14600	73134	vishal-thun overlord
14600	52063	vishal-thun overlord
14608	39914	stormwing brutalizer
14608	65744	stormwing brutalizer
14608	55539	stormwing brutalizer
14608	38774	stormwing brutalizer
14610	55421	bride osprea
14610	55401	bride osprea
14610	53382	bride osprea
14610	55371	bride osprea
14610	55402	bride osprea
14611	66393	stormwing razortalon
14611	69165	stormwing razortalon
14611	66394	stormwing razortalon
14611	65753	stormwing razortalon
14611	65754	stormwing razortalon
14612	61283	stormwing eviscerator
14612	55185	stormwing eviscerator
14612	55044	stormwing eviscerator
14612	63209	stormwing eviscerator
14613	63209	stormwing warrior
14613	61283	stormwing warrior
14613	55185	stormwing warrior
14613	55044	stormwing warrior
14614	60562	valtross stormwing
14614	61315	valtross stormwing
14614	66113	valtross stormwing
14614	66122	valtross stormwing
14614	66118	valtross stormwing
14614	57843	valtross stormwing
14614	69165	valtross stormwing
